sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
500229022,YouBike2.0_捷運頭前庄站(1號出口),24,1,新莊區,2.02112E+13,25.03953,121.4608,思源路/中正路(北側),Xinzhuang Dist,YouBike2.0_MRT Touqianzhuang Sta.(Exit.1),Zhongzheng Rd./Siyuan Rd.(intersection),23,1
500202001,YouBike2.0_淺水灣,6,3,三芝區,2.02112E+13,25.25232,121.47131,北勢子42-11號西側,Sanzhi Dist,YouBike2.0_Qianshui Bay,"No. 42-11, Beishizi, Sanzhi Dist.(opposite)",3,1
500229007,YouBike2.0_中港國小,9,6,新莊區,2.02112E+13,25.04563,121.44783,中和街/中港一街口(西北側),Xinzhuang Dist,YouBike2.0_Zhonggang Elementary School,Zhonghe St. & Zhonggang 1st. St. Intersection(Northwest),3,1
500205001,YouBike2.0_恩主公醫院,16,3,三峽區,2.02112E+13,24.93891,121.36355,復興路399號東北側,Sanxia Dist,YouBike2.0_En Chu Kong Hospital,"No.399, Fuxing Rd.(Northeast)",13,1
500205002,YouBike2.0_安溪國小,10,2,三峽區,2.02112E+13,24.93122,121.37265,中華路42號,Sanxia Dist,YouBike2.0_Anxi Elementary School,"No.42, Zhonghua Rd., Sanxia Dist.",8,1
500205003,YouBike2.0_介壽國小,9,1,三峽區,2.02112E+13,24.93026,121.37912,大同路1號(北側),Sanxia Dist,YouBike2.0_Jieshou Elementary School,"No. 1, Datong Rd. (North)",8,1
500229023,YouBike2.0_新莊中平國中,15,6,新莊區,2.02112E+13,25.05426,121.44394,中原路636號(對面),Xinzhuang Dist,YouBike2.0_JhongPing Junior High School,"No. 636, Zhongyuan Rd., Xinzhuang Dist.",9,1
500229004,YouBike2.0_新莊體育館,9,8,新莊區,2.02112E+13,25.04078,121.45255,中華路一段118號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Gymnasium,"No. 118, Sec. 1, Zhonghua Rd.(oppsite)",1,1
500229006,YouBike2.0_中華自治街口,10,3,新莊區,2.02112E+13,25.04078,121.45255,中華路一段118號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Gymnasium,"No. 118, Sec. 1, Zhonghua Rd.(oppsite)",7,1
500229021,YouBike2.0_中港大排願景館,15,0,新莊區,2.02112E+13,25.05894,121.45165,中央路295號(對面),Xinzhuang Dist,YouBike2.0_Zhonggang Vision Hall,"No.295, Zhongyang Rd., Xinzhuang Dist.(opposite)",15,1
500229003,YouBike2.0_新莊國民運動中心,11,7,新莊區,2.02112E+13,25.04138,121.44609,公園路40號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Civil Sports Center,"No.40, Gongyuan Rd., Xinzhuang Dist.(opposite)",4,1
500229005,YouBike2.0_中華里(中華路二段),16,5,新莊區,2.02112E+13,25.04619,121.45367,中華路二段/中華路二段45巷口(東北側),Xinzhuang Dist,YouBike2.0_Zhonghua Village (Zhonghua Rd. Sec. 2 ),"Sec. 2, Zhonghua Rd. & Ln. 45, Sec. 2, Zhonghua Rd. Intersection(Northeast)",11,1
500229010,YouBike2.0_瓊林公園,9,1,新莊區,2.02112E+13,25.02629,121.44244,中環路一段16號(對面陸橋下),Xinzhuang Dist,YouBike2.0_Qionglin Park,"No. 16, Sec. 1, Zhonghuan Rd.",8,1
500229017,YouBike2.0_化成公園,15,9,新莊區,2.02112E+13,25.04786,121.4616,思源路166巷41號(對面),Xinzhuang Dist,YouBike2.0_Huacheng Park,"No.41, Ln. 166, Siyuan Rd., Xinzhuang Dist.(Opposite)",6,1
500206025,YouBike2.0_捷運海山站(3號出口),30,10,土城區,2.02112E+13,24.98639,121.44911,海山路/樂利街(西北側),Tucheng Dist,YouBike2.0_MRT Haishan Sta.(Exit 3),Haishan Rd. & Leli St. (Northeast),17,1
500206019,YouBike2.0_金城立體停車場,18,7,土城區,2.02112E+13,24.98367,121.45795,金城路2段266號旁(西側陸橋旁),Tucheng Dist,YouBike2.0_Jincheng Parking Lot,"No.266, Sec. 2, Jincheng Rd.(West)",11,1
500206018,YouBike2.0_金城立德路口,9,3,土城區,2.02112E+13,24.98689,121.46602,金城路三段41號前(南側),Tucheng Dist,YouBike2.0_Jincheng & Lide Intersection,"No.41, Sec. 3, Jincheng Rd.(Side)",6,1
500209004,YouBike2.0_成德公園,10,1,五股區,2.02112E+13,25.10484,121.45282,成泰路三段/疏洪北路(東南側),Wugu Dist,YouBike2.0_Chengde Park,"Sec. 3, Chengtai Rd.& Shuhong N. Rd.(intersecion)",9,1
500209005,YouBike2.0_五股國民運動中心,10,3,五股區,2.02112E+13,25.09537,121.44832,成泰路三段353號(對面公園內),Wugu Dist,YouBike2.0_Wugu Civil Sports Center,"No. 353, Sec. 3, Chengtai Rd.(Opposite)",7,1
500206011,YouBike2.0_捷運海山站(1號出口),26,3,土城區,2.02112E+13,24.98441,121.44855,裕生路67巷14號前人行道(東側),Tucheng Dist,YouBike2.0_MRT Haishan,"No.14, Ln 67, Yusheng Rd.(East)",23,1
500206013,YouBike2.0_員和公園,6,0,土城區,2.02112E+13,24.97891832,121.4427503,中央路二段66號對面(東側),Tucheng Dist,YouBike2.0_Yuanhe Park,"No.66, Sec. 2, Zhongyang Rd., Tucheng Dist.(opposite)",6,1
500206014,YouBike2.0_捷運土城站(2號出口),17,6,土城區,2.02112E+13,24.9728,121.44395,捷運土城站公車站牌旁人行道,Tucheng Dist,YouBike2.0_MRT Tucheng Sta.(Exit 2),MRT Tucheng Sta.(Exit 2),11,1
500206015,YouBike2.0_金城忠義路口,11,1,土城區,2.02112E+13,24.9691,121.44024,金城路一段18號旁(西側),Tucheng Dist,YouBike2.0_Jincheng & Zhongyi Intersection,"No. 18, Sec. 1, Jincheng Rd.(West)",10,1
500206016,YouBike2.0_捷運永寧站(2號出口),15,1,土城區,2.02112E+13,24.96613,121.43554,中央路三段112號對面人行道(南側),Tucheng Dist,YouBike2.0_MRT Yungning Sta.(EXIT 2),"No. 112, Sec. 3, Zhongyang Rd.(oppsite)",14,1
500231006,YouBike2.0_樹林大安站,15,3,樹林區,2.02112E+13,24.99738,121.42181,大安路118-1號前,Shulin Dist,YouBike2.0_Shulin Da’an,"No.118-1, Da’an Rd., Shulin Dist.",12,1
500231007,YouBike2.0_文林國小(潭興街),8,3,樹林區,2.02112E+13,24.99828,121.42462,潭興街65號斜對面,Shulin Dist,YouBike2.0_Wenlin Elementary School( Tanxing St.),"No. 65, Tan Xing St., Shulin Dist.",5,1
500231008,YouBike2.0_樹林國民運動中心,6,2,樹林區,2.02112E+13,25.0042,121.42285,中正路188-6號,Shulin Dist,YouBike2.0_Shulin Civil Sports Center,"No.188-6,Zhongzheng Rd.,Shulin Dist.",4,1
500231009,YouBike2.0_俊英俊保路口,6,4,樹林區,2.02112E+13,25.0091,121.42487,俊保路12號,Shulin Dist,YouBike2.0_Junying & Junbao Intersection,"No. 12, Junbao Rd.",2,1
500225001,YouBike2.0_野柳地質公園,12,5,萬里區,2.02112E+13,25.20428,121.69042,港東路161號(對面),Wanli Dist,YouBike2.0_Yehliu Geopark,"No. 161, Gangdong, Wanli Dist.(opposite)",7,1
500211001,YouBike2.0_白沙灣,7,3,石門區,2.02112E+13,25.28549,121.52209,下員坑33-6號(停車場),Shimen Dist,YouBike2.0_Baisha Bay,"No. 33-5, Xiayuankeng (Parking)",4,1
500209002,YouBike2.0_德音國小,11,4,五股區,2.02112E+13,25.07198,121.43564,成泰路一段/成泰路一段98巷口(西北側),Wugu Dist,YouBike2.0_Deyin Elementary School,"Ln. 98, Sec. 1, Chengtai Rd. & Sec. 1, Chengtai Rd. (Northwest)",7,1
500209003,YouBike2.0_五股工商立體停車場,6,0,五股區,2.02112E+13,25.08245,121.43955,中興路四段17號(北側),Wugu Dist,YouBike2.0_Wugu Gongshang Parking Lot,"No. 17, Sec. 4, Zhongxing Rd.(North)",6,1
500229001,YouBike2.0_捷運幸福站,20,7,新莊區,2.02112E+13,25.04988,121.46018,思源路292號(捷運1號出口前),Xinzhuang Dist,YouBike2.0_MRT Xingfu Station,"No. 292, Siyuan Rd., Xinzhuang Dist.",13,1
500231001,YouBike2.0_三多第1市民活動中心,11,1,樹林區,2.02112E+13,25.01637,121.40426,福興街17號,Shulin Dist,YouBike2.0_First of Sanduo Civil Activity Center,"No.17, Fuxing St., Shulin Dist",10,1
500231002,YouBike2.0_俊興三龍街口,7,3,樹林區,2.02112E+13,25.01713,121.41828,俊興街263號,Shulin Dist,YouBike2.0_Junxing & Sanlong Intersection,"No. 263, Junxing St.",4,1
500231003,YouBike2.0_全球傳動科技公司,10,3,樹林區,2.02112E+13,25.0073,121.41496,三多路123號對側,Shulin Dist,YouBike2.0_TBI MOTION Technology Company,"No. 123, Sanduo Rd., Shulin Dist.(Opposite)",7,1
500231004,YouBike2.0_光華公園,8,2,樹林區,2.02112E+13,25.00557,121.41306,保安街二段269號對側,Shulin Dist,YouBike2.0_Guanghua Park,"No.269, Sec. 2, Bao’an St. (opposite)",6,1
500231005,YouBike2.0_樹林工業區,10,2,樹林區,2.02112E+13,25.00088,121.41608,保安街二段6號前,Shulin Dist,YouBike2.0_Shulin industrial zone,"No.6, Sec. 2, Bao’an St., Shulin Dist.",8,1
500201006,YouBike2.0_龍形停車場,7,2,八里區,2.02112E+13,25.13041,121.4513,龍米路一段318號(對面停車場),Bali Dist,YouBike2.0_Long Xing Parking Tower,"No. 318, Sec 1, Longmi Rd.(Opposite)",5,1
500234004,YouBike2.0_鶯歌國民運動中心,9,5,鶯歌區,2.02112E+13,24.95139,121.35733,館前路250號運動中心前,Yingge Dist,YouBike2.0_Yingge Civil Sports Center,"No.250, Guanqian Rd., Yingge Dist.",4,1
500234005,YouBike2.0_尖山國中,8,2,鶯歌區,2.02112E+13,24.94381,121.34207,國中街1號,Yingge Dist,YouBike2.0_Municipal Jianshan Junior High School,"No.1, Guozhong St., Yingge Dist(sidewalk)",6,1
500234006,YouBike2.0_鶯歌高級工商職業學校,7,1,鶯歌區,2.02112E+13,24.93923,121.33488,中正三路154號,Yingge Dist,YouBike2.0_New Taipei Municipal Yingge Vocational High SchoolNew TaNew Taipei Municipal Yingge Vocational High Schoolipei Municipal Yingge Vocational High School,"No. 154, Zhongzheng 3rd. Rd",6,1
500201001,YouBike2.0_下庄市場,10,2,八里區,2.02112E+13,25.14678,121.3999,舊城路21號(前),Bali Dist,YouBike2.0_Shia Juang Market,"No.21, Jiucheng Rd., Bali Dist",8,1
500201002,YouBike2.0_八里行政中心,10,2,八里區,2.02112E+13,25.15397,121.40721,十三行路(靠中山路二段路口西南側人行道),Bali Dist,YouBike2.0_Bali District Center,Shisanhang Rd. & Zhongshan Rd. Intersection (Southwest),8,1
500201003,YouBike2.0_八里中庄市場綜合大樓,14,9,八里區,2.02112E+13,25.15993,121.41407,中山路一段268巷2號(對面汽車停車場),Bali Dist,YouBike2.0_Bali Chung Chuang Market Multi-Purpose Building,"No. 2, Ln. 268, Sec. 1, Zhongshan Rd., Bali Dist.",5,1
500201004,YouBike2.0_大崁國小,10,4,八里區,2.02112E+13,25.16064,121.41938,忠八街2號(前),Bali Dist,YouBike2.0_DaKan Elementary School,"No. 2, Zhong 8th St., Bali Dist.",6,1
500201005,YouBike2.0_龍米停車場,6,2,八里區,2.02112E+13,25.15678,121.43604,龍米路二段150號(旁),Bali Dist,YouBike2.0_Longmi Parking Lot,"No. 150, Sec. 2, Longmi Rd.",4,1
500234001,YouBike2.0_鶯歌火車站(仁愛路),14,4,鶯歌區,2.02112E+13,24.95559,121.35441,仁愛路55號對側,Yingge Dist,YouBike2.0_Yingge Railway Station(Ren’ai Rd.),"No.55, Ren’ai Rd., Yingge Dist.(opposite)",10,1
500234002,YouBike2.0_新北市立圖書館鶯歌分館,5,1,鶯歌區,2.02112E+13,24.9572,121.34946,中山路150號,Yingge Dist,YouBike2.0_New Taipei City Library Yingge Branch,"No.150, Zhongshan Rd.",4,1
500234003,YouBike2.0_鶯歌陶瓷博物館,10,2,鶯歌區,2.02112E+13,24.94948,121.35291,文化路407號旁,Yingge Dist,YouBike2.0_Yingge Ceramics Museum,"No. 407, Wenhua Rd.",8,1
500206009,YouBike2.0_頂埔市場,6,2,土城區,2.02112E+13,24.95816,121.41504,中州路28巷30號,Tucheng Dist,YouBike2.0_Dingpu Market,"No. 30, Ln. 28, Zhongzhou Rd., Tucheng Dist.",4,1
500206002,YouBike2.0_新北高工(學士路),13,9,土城區,2.02112E+13,24.98216,121.45277,學士路41號(前),Tucheng Dist,YouBike2.0_New Taipei Industrial Vocational High School (Xueshi Rd.),"No. 41, Xueshi Rd.",4,1
500206003,YouBike2.0_清水社區公園,8,5,土城區,2.02112E+13,24.98382,121.46353,延吉街381巷與延吉街口,Tucheng Dist,YouBike2.0_Qing Shui Community Park,"Ln. 381, Yanji St. & Yanji St. Intersection",3,1
500206004,YouBike2.0_土城仁愛社區公園,10,7,土城區,2.02112E+13,24.98071,121.46035,仁愛路12號旁,Tucheng Dist,YouBike2.0_Tucheng Renai Park,"No. 12, Ren’ai Rd.",3,1
500206005,YouBike2.0_清和里(青雲路),10,2,土城區,2.02112E+13,24.97513,121.45874,青雲路449號(對面),Tucheng Dist,YouBike2.0_Qinghe Village(Qingyun Rd.),"No.449, Qingyun Rd.",8,1
500206008,YouBike2.0_中華城林路口,6,1,土城區,2.02112E+13,24.97525,121.43883,中華路二段165號前(天橋下),Tucheng Dist,YouBike2.0_Zhonghua & Chenglin Intersection,"No. 165, Sec. 2, Zhonghua Rd.",5,1
500206010,YouBike2.0_土城綜合體育場,12,2,土城區,2.02112E+13,24.98367,121.45423,裕民路195巷旁,Tucheng Dist,YouBike2.0_Tucheng Sports Field,"Ln. 195, Yumin Rd.",10,1
500206017,YouBike2.0_亞洲員安路口,11,5,土城區,2.02112E+13,24.97256,121.43485,亞洲路9號旁人行道(東側),Tucheng Dist,YouBike2.0_Yazhou & Yuan'an Rd.,"No. 9, Yazhou Rd., Tucheng Dist.",6,1
500206006,YouBike2.0_斬龍山遺址文化公園,12,3,土城區,2.02112E+13,24.97666,121.4477,龍山一街與金城路二段路口,Tucheng Dist,YouBike2.0_Zhanlongshan Archaeological Park,"Longshan 1st St./Sec. 2, Jincheng Rd., Tucheng Dist.",9,1
500206007,YouBike2.0_中央路一段292巷口,10,1,土城區,2.02112E+13,24.98279,121.44383,中央路一段274號(對面),Tucheng Dist,"YouBike2.0_Ln. 292, Sec. 1, Zhongyang Rd. Intersection","No. 274, Sec. 1, Zhongyang Rd., Tucheng Dist.(opposite)",9,1
500206022,YouBike2.0_捷運頂埔站(2號出口),14,4,土城區,2.02112E+13,24.95852,121.4178,中央路四段53號(前),Tucheng Dist,YouBike2.0_MRT Dingpu Sta.(Exit.2),"No.53, Sec. 4, Zhongyang Rd.",10,1
500206026,YouBike2.0_大安中央路口,17,1,土城區,2.02112E+13,24.96576,121.43264,大安路8號對面(西側),Tucheng Dist,YouBike2.0_Da'an & Zhongyang Intersection,"No. 8, Da'an Rd.(West)",16,1
500206012,YouBike2.0_學成公園,8,3,土城區,2.02112E+13,24.98803,121.45151,學成路72號對面公園(西南側),Tucheng Dist,YouBike2.0_Xuecheng Park,"No. 72, Xuecheng Rd., Tucheng Dist.",5,1
500218090,YouBike2.0_溪頭公園,8,1,板橋區,2.02112E+13,25.03312,121.46852,溪頭街與宏國路77巷口北側,Banqiao Dist,YouBike2.0_Xitou Park,"Xitou St.& Ln.77, Hongguo Rd., Banqiao Dist.",7,1
500210024,YouBike2.0_捷運頂溪站(2號出口),15,1,永和區,2.02112E+13,25.01424,121.51549,永和路二段,Yonghe Dist,YouBike2.0_MRT Ding Sta(exit 2),"Sec. 2, Yonghe Rd. & Ln. 231, Sec. 2, Yonghe Rd. (Southwest)",14,1
500218096,YouBike2.0_板橋車站,16,2,板橋區,2.02112E+13,25.015519,121.463735,新站路/站前路口(十字路口西側),Banqiao Dist,YouBike2.0_Banqiao Station,Xinzhan Rd. / Zhanqian Rd.(intersection),14,1
500233025,YouBike2.0_水河里活動中心,12,2,蘆洲區,2.02112E+13,25.09345,121.47448,民族路408巷22-3號(前),Luzhou Dist,YouBike2.0_Shuei He Village Activity Center,"No.22-3, Ln. 408, Minzu Rd",10,1
500233026,YouBike2.0_蘆洲重陽大樓,7,3,蘆洲區,2.02112E+13,25.08506,121.48189,集賢路245號(後方),Luzhou Dist,YouBike2.0_Luzhou Chongyang Building,"No.245, Jixian Rd.",4,1
500227049,YouBike2.0_中正路284巷,7,3,新店區,2.02112E+13,24.9747,121.53842,中正路284巷4弄3號南側,Xindian Dist,"YouBike2.0_Ln. 284, Zhongzheng Rd.","No.3, Aly.4, Ln. 284, Zhongzheng Rd., Xindian Dist.(South)",4,1
500214033,YouBike2.0_金龍公園,6,1,汐止區,2.02112E+13,25.06947,121.63153,康寧街469巷19號東側,Xizhi Dist,YouBike2.0_Jinlong Park,"No.19, Ln.469, Kangning St.(East)",5,1
500214034,YouBike2.0_五堵火車站,9,1,汐止區,2.02112E+13,25.07823,121.66764,長安路17號(鄉長路一段),Xizhi Dist,YouBike2.0_Wudu Railway Station,"No.17, Chang'an Rd.(Sec. 1, Xiangzhang Rd.)",8,1
500214035,YouBike2.0_汐止區公所,7,4,汐止區,2.02112E+13,25.06416,121.6583,新台五路一段262號,Xizhi Dist,YouBike2.0_Xizhi Dist. Office,"No.262, Sec. 1, Xintaiwu Rd.",3,1
500214036,YouBike2.0_仁愛路151巷口,15,6,汐止區,2.02112E+13,25.0652,121.6641,仁愛路163號,Xizhi Dist,YouBike2.0_Ren Ai Rd 151 Ln,"No.163, Ren’ai Rd., Xizhi Dist.",9,1
500207046,YouBike2.0_捷運永安市場站,11,0,中和區,2.02112E+13,25.00049,121.51111,中安街126號對面人行道(東側),Zhonghe Dist,YouBike2.0_MRT Yongan Market Sta.,"No.126, Zhong’an St.(East)",11,1
500214032,YouBike2.0_汐止區綜合運動場,9,6,汐止區,2.02112E+13,25.06624,121.65907,忠孝東路9號東北側,Xizhi Dist,YouBike2.0_Xizhi Sports Field,"No.9, Zhongxiao E. Rd.(Northeast)",3,1
500207045,YouBike2.0_秀朗成功路口,13,7,中和區,2.02112E+13,24.9956,121.52655,成功路二段215號(西側),Zhonghe Dist,YouBike2.0_Xiulang & Chenggong Intersection,"No.215, Sec. 2, Chenggong Rd.(West)",6,1
500210023,YouBike2.0_雙和橋,5,3,永和區,2.02112E+13,25.00573,121.50574,中山路二段3巷2號(對面公園),Yonghe Dist,YouBike2.0_Shuanghe Bridge,"No.2, Ln. 3, Sec. 2, Zhongshan Rd.(Opposite)",2,1
500203054,YouBike2.0_東海高中,6,4,三重區,2.02112E+13,25.06484,121.47942,忠孝路三段89號(旁),Sanchong Dist,YouBike2.0_Tung Hai Senior High School,"No. 89, Sec. 3, Zhongxiao Rd., Sanchong Dist.",2,1
500203056,YouBike2.0_新北市立圖書館三重分館,7,1,三重區,2.02112E+13,25.0661,121.49553,自強路一段158號(旁),Sanchong Dist,YouBike2.0_New Taipei City Library Sanchong Branch,"No.158, Sec. 1, Ziqiang Rd.",5,1
500203057,YouBike2.0_龍門公園,15,8,三重區,2.02112E+13,25.07482,121.49848,公園街45號(對面),Sanchong Dist,YouBike2.0_Longmen Park,"No.45, Gongyuan St.(Opposite)",7,1
500203058,YouBike2.0_永福國小,7,1,三重區,2.02112E+13,25.07771,121.48032,永福街79號(對面),Sanchong Dist,YouBike2.0_Yong Fu Elementary School,"No.79, Yongfu St.(Opposite)",6,1
500203059,YouBike2.0_太陽公園,11,1,三重區,2.02112E+13,25.08645,121.4856,集英路67號(對面),Sanchong Dist,YouBike2.0_Taiyang Park,"No.67, Jiying Rd.(Opposite)",10,1
500223029,YouBike2.0_輕軌崁頂站,8,3,淡水區,2.02112E+13,25.20125,121.43502,沙崙路二段/新市六路二段(東南側人行道),Tamsui Dist,YouBike2.0_LRT Kanding Station,"Sec. 2, Shalun Rd./Sec. 2, Xinshi 6th Rd., (Southeast)",5,1
500207044,YouBike2.0_中和公園,15,6,中和區,2.02112E+13,25.00073,121.51435,安樂路148號對面(西北側),Zhonghe Dist,YouBike2.0_Zhonghe Park,"No.148, Anle Rd.(Opposite)",9,1
500203053,YouBike2.0_同安公園,13,2,三重區,2.02112E+13,25.05732,121.49907,正義南路165號(對面),Sanchong Dist,YouBike2.0_Tong An Park,"No.165, Zhengyi S. Rd. (Opposite)",11,1
500203055,YouBike2.0_二重國小,10,4,三重區,2.02112E+13,25.06598,121.47766,頂崁街/忠孝路三段96巷(東北側),Sanchong Dist,YouBike2.0_Er Chong Elementary School,"Ln.96, Sec.3, Zhongxiao Rd.& Dingkan St. (Northeast)",6,1
500233021,YouBike2.0_三民中山一路口,8,3,蘆洲區,2.02112E+13,25.08223,121.476,三民路8號前,Luzhou Dist,YouBike2.0_Sanmin & Zhongshan 1st Rd. Intersection,"No.8, Sanmin Rd.",5,1
500233022,YouBike2.0_永安兒童公園,8,3,蘆洲區,2.02112E+13,25.08227,121.48224,永安北路2段/永安北路2段35巷,Luzhou Dist,YouBike2.0_Yongan Children's Park,"Sec. 2, Yong’an N. Rd./ Ln. 35, Sec. 2, Yong’an N. Rd.(intersection)",5,1
500233023,YouBike2.0_鷺江廣場,8,2,蘆洲區,2.02112E+13,25.08562,121.47769,信義路319巷22號(旁邊機車格前),Luzhou Dist,YouBike2.0_Lu Jiang square,"No.22, Ln. 319, Xinyi Rd.(side)",6,1
500233024,YouBike2.0_仁愛街70巷口,8,2,蘆洲區,2.02112E+13,25.09398,121.47126,仁愛街95號(對面),Luzhou Dist,"YouBike2.0_Ln. 70, Ren’ai St.","No. 95, Ren’ai St., Luzhou Dist.(opposite)",6,1
500203052,YouBike2.0_中興北街175巷口,9,7,三重區,2.02112E+13,25.05597,121.47133,中興北街175巷8號(對面),Sanchong Dist,YouBike2.0_Zhongxing N. St. 175 Ln,"No.8, Ln. 175,Zhongxing N. St., Sanchong Dist.(oppsite)",2,1
500223028,YouBike2.0_淡水國民運動中心,17,2,淡水區,2.02112E+13,25.1865,121.44326,中山北路2段381巷2號(旁),Tamsui Dist,YouBike2.0_Tamsui Sports Center,"No.2, Ln. 381, Sec. 2, Zhongshan N. Rd.",15,1
500214029,YouBike2.0_保長公園,6,4,汐止區,2.02112E+13,25.07952,121.67434,保一街79號西南側,Xizhi Dist,YouBike2.0_Baochang Park,"No. 70, Bao1. St.(Southwest)",2,1
500203050,YouBike2.0_捷運先嗇宮站(2號出口),18,0,三重區,2.02112E+13,25.04607,121.47099,重新路五段555號(對面),Sanchong Dist,YouBike2.0_MRT Xianse Temple Sta.(Exit.2),"No.555, Sec. 5, Chongxin Rd.(Opposite)",18,1
500203051,YouBike2.0_藍天大樓,10,4,三重區,2.02112E+13,25.0531,121.47017,興德路129號(前),Sanchong Dist,YouBike2.0_Lantian Building,"No.129, Xingde Rd., Sanchong Dist.",6,1
500223024,YouBike2.0_淡水公23公園,8,2,淡水區,2.02112E+13,25.19985,121.42891,新市五路二段1號(對面),Tamsui Dist,YouBike2.0_Tamsui Public Park (No.23),"No. 1, Sec. 2, Xinshi 5th Rd., Tamsui Dist.(opposite)",6,1
500227021,YouBike2.0_捷運新店站,9,2,新店區,2.02112E+13,24.95861,121.53866,中興路一段34號前(高架橋下停車場),Xindian Dist,YouBike2.0_MRT Xindian Sta.,"No.34, Sec. 1, Zhongxing Rd.",7,1
500203049,YouBike2.0_永盛公園,7,3,三重區,2.02112E+13,25.07613,121.4843,車路頭街/車路頭街139巷(東南側),Sanchong Dist,YouBike2.0_YongSheng Park,"Ln. 139, Chelutou St.& Chelutou St. (Southeast)",4,1
500203048,YouBike2.0_捷運三和國中站(1號出口),8,7,三重區,2.02112E+13,25.07588,121.4878,三和路四段216號(旁),Sanchong Dist,YouBike2.0_MRT Sanhe Junior High School Sta.,"No. 216, Sec. 4, Sanhe Rd.",1,1
500203047,YouBike2.0_自強溪尾街口,10,3,三重區,2.02112E+13,25.07822,121.49016,自強路四段55號(旁),Sanchong Dist,YouBike2.0_Ziqiang & Xiwei Intersection,"No.55, Sec. 4, Ziqiang Rd.",7,1
500215001,YouBike2.0_臺大醫院金山分院,16,6,金山區,2.02112E+13,25.21974,121.62916,玉爐路7號(旁),Jinshan Dist,YouBike2.0_NTU Hospital Jinshan Branch,"No.7, Yulu Rd.",10,1
500215002,YouBike2.0_中山環金路口,9,4,金山區,2.02112E+13,25.21794,121.6414,中山路/環金路口,Jinshan Dist,YouBike2.0_Zhongshan & Huanjin Intersection,Zhongshan Rd. & Huanjin Rd. Intersection,5,1
500215003,YouBike2.0_金美國小,8,5,金山區,2.02112E+13,25.21973,121.63633,仁愛路37-5號(對面),Jinshan Dist,YouBike2.0_Jinmei Elementary School,"No. 37-5, Ren’ai Rd., Jinshan Dist.(opposite)",3,1
500215004,YouBike2.0_金山八德街,8,2,金山區,2.02112E+13,25.22365,121.63469,八德街24號(對面),Jinshan Dist,YouBike2.0_Jinshan Bade St.,"No. 24, Bade St., Jinshan Dist.(opposite)",6,1
500215005,YouBike2.0_中角灣,8,3,金山區,2.02112E+13,25.239,121.63234,海興路174-1號(旁),Jinshan Dist,YouBike2.0_Jhongjiao Bay,"No. 174-1, Haixing Rd., Jinshan Dist.",5,1
500207042,YouBike2.0_捷運秀朗橋站,8,6,中和區,2.02112E+13,24.99045,121.52496,景平路2號(南側),Zhonghe Dist,YouBike2.0_MRT Xiulang Bridge Station,"No. 2, Jingping Rd., Zhonghe Dist.",2,1
500207043,YouBike2.0_德光莒光路口,8,1,中和區,2.02112E+13,25.0047,121.47178,莒光路2號對面(北側),Zhonghe Dist,YouBike2.0_Deguang & Juguang Intersection,"No. 2, Juquang Rd., Zhonghe Dist.",6,1
500218091,YouBike2.0_華江一華江九路口,15,0,板橋區,2.02112E+13,25.033,121.46681,華江一路與華江九路口東南側,Banqiao Dist,YouBike2.0_Huajiang 1st Huajiang 9th Intersection,"Huajiang 1st Rd./ Huajiang 9th Rd, Banciao Dist.",15,1
500218093,YouBike2.0_板橋戶政事務所,8,3,板橋區,2.02112E+13,25.01309,121.45646,中正路8號旁,Banqiao Dist,YouBike2.0_Banqiao District Household Registration Office,"No.6, Zhongzheng Rd.",5,1
500214026,YouBike2.0_汐止公園,10,2,汐止區,2.02112E+13,25.06781,121.65964,大同路二段447號東側,Xizhi Dist,YouBike2.0_Xizhi Park,"No.451, Sec. 2, Datong Rd.",8,1
500214027,YouBike2.0_汐止火車站停車場,12,6,汐止區,2.02112E+13,25.06795,121.66168,忠孝東路211巷28號,Xizhi Dist,YouBike2.0_Xizhi Railway Station Parking Lot,"No. 1, Xinyi Rd., Xizhi Dist.",6,1
500214028,YouBike2.0_崇德國小,7,3,汐止區,2.02112E+13,25.06938,121.66979,茄苳路158號,Xizhi Dist,YouBike2.0_Chongde Elementary School,"No.158, Jiadong Rd., Xizhi Dist.",4,1
500214030,YouBike2.0_長安橋(吉祥街12巷),5,2,汐止區,2.02112E+13,25.08033,121.66846,吉祥街8號南側,Xizhi Dist,"YouBike2.0_Chang An Bridge (Ln. 12, Jixiang St.)","No. 8, Jixiang St., Xizhi Dist.(South)",3,1
500210020,YouBike2.0_上林里(環河東路一段),5,1,永和區,2.02112E+13,25.015,121.52095,環河東路一段140號,Yonghe Dist,YouBike2.0_Shanglin Village (Huanhe E. Rd. Sec. 1 ),"Sec. 1, Huanhe E. Rd./Aly. 25, Ln. 75, Zhulin Rd.",4,1
500233019,YouBike2.0_蘆洲延平派出所,7,1,蘆洲區,2.02112E+13,25.08162,121.46162,長安街102巷5弄6號(對面),Luzhou Dist,YouBike2.0_Luzhou Yanping Police Station,"No.6, Aly. 5, Ln. 102, Chang’an St., Luzhou Dist.",4,1
